,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
2763,RT @DepBolsonaro: OBRIGADO A TODOS OS ENVOLVIDOS: Bolsonaro fica Ã  frente de AÃ©cio e Dilma em engajamento nas redes sociais: https://t.co/Dâ€_,FALSE,0,NA,2/17/16 4:35,FALSE,NA,6.99814E+17,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",CAVLIMA,298,TRUE,FALSE,NA,NA
2755,RT @DepBolsonaro: OBRIGADO A TODOS OS ENVOLVIDOS: Bolsonaro fica Ã  frente de AÃ©cio e Dilma em engajamento nas redes sociais: https://t.co/Dâ€_,FALSE,0,NA,2/17/16 4:36,FALSE,NA,6.99815E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tubaraodbonito,298,TRUE,FALSE,NA,NA
2748,RT @DepBolsonaro: OBRIGADO A TODOS OS ENVOLVIDOS: Bolsonaro fica Ã  frente de AÃ©cio e Dilma em engajamento nas redes sociais: https://t.co/Dâ€_,FALSE,0,NA,2/17/16 4:38,FALSE,NA,6.99815E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",alfeugularte,298,TRUE,FALSE,NA,NA
2735,RT @DepBolsonaro: OBRIGADO A TODOS OS ENVOLVIDOS: Bolsonaro fica Ã  frente de AÃ©cio e Dilma em engajamento nas redes sociais: https://t.co/Dâ€_,FALSE,0,NA,2/17/16 4:40,FALSE,NA,6.99816E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",thadeusimoes,298,TRUE,FALSE,NA,NA
2653,RT @DepBolsonaro: OBRIGADO A TODOS OS ENVOLVIDOS: Bolsonaro fica Ã  frente de AÃ©cio e Dilma em engajamento nas redes sociais: https://t.co/Dâ€_,FALSE,0,NA,2/17/16 4:56,FALSE,NA,6.9982E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",f_reginato,298,TRUE,FALSE,NA,NA
2567,RT @DepBolsonaro: OBRIGADO A TODOS OS ENVOLVIDOS: Bolsonaro fica Ã  frente de AÃ©cio e Dilma em engajamento nas redes sociais: https://t.co/Dâ€_,FALSE,0,NA,2/17/16 5:18,FALSE,NA,6.99825E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",patrikrafael,298,TRUE,FALSE,NA,NA
2447,RT @DepBolsonaro: OBRIGADO A TODOS OS ENVOLVIDOS: Bolsonaro fica Ã  frente de AÃ©cio e Dilma em engajamento nas redes sociais: https://t.co/Dâ€_,FALSE,0,NA,2/17/16 5:49,FALSE,NA,6.99833E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GamaRafael7,298,TRUE,FALSE,NA,NA
2013,RT @DepBolsonaro: OBRIGADO A TODOS OS ENVOLVIDOS: Bolsonaro fica Ã  frente de AÃ©cio e Dilma em engajamento nas redes sociais: https://t.co/Dâ€_,FALSE,0,NA,2/17/16 8:17,FALSE,NA,6.9987E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",johnnyhelder,298,TRUE,FALSE,NA,NA
1922,RT @DepBolsonaro: OBRIGADO A TODOS OS ENVOLVIDOS: Bolsonaro fica Ã  frente de AÃ©cio e Dilma em engajamento nas redes sociais: https://t.co/Dâ€_,FALSE,0,NA,2/17/16 8:45,FALSE,NA,6.99877E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UdsonGalbim,298,TRUE,FALSE,NA,NA
1893,RT @DepBolsonaro: OBRIGADO A TODOS OS ENVOLVIDOS: Bolsonaro fica Ã  frente de AÃ©cio e Dilma em engajamento nas redes sociais: https://t.co/Dâ€_,FALSE,0,NA,2/17/16 8:51,FALSE,NA,6.99879E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",avm_10,298,TRUE,FALSE,NA,NA
1709,RT @DepBolsonaro: OBRIGADO A TODOS OS ENVOLVIDOS: Bolsonaro fica Ã  frente de AÃ©cio e Dilma em engajamento nas redes sociais: https://t.co/Dâ€_,FALSE,0,NA,2/17/16 9:28,FALSE,NA,6.99888E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SAULODEBIU,298,TRUE,FALSE,NA,NA
1399,RT @DepBolsonaro: OBRIGADO A TODOS OS ENVOLVIDOS: Bolsonaro fica Ã  frente de AÃ©cio e Dilma em engajamento nas redes sociais: https://t.co/Dâ€_,FALSE,0,NA,2/17/16 9:56,FALSE,NA,6.99895E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Impacto2099,298,TRUE,FALSE,NA,NA
1387,RT @DepBolsonaro: OBRIGADO A TODOS OS ENVOLVIDOS: Bolsonaro fica Ã  frente de AÃ©cio e Dilma em engajamento nas redes sociais: https://t.co/Dâ€_,FALSE,0,NA,2/17/16 9:56,FALSE,NA,6.99895E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joaoalberico,298,TRUE,FALSE,NA,NA
1105,RT @DepBolsonaro: OBRIGADO A TODOS OS ENVOLVIDOS: Bolsonaro fica Ã  frente de AÃ©cio e Dilma em engajamento nas redes sociais: https://t.co/Dâ€_,FALSE,0,NA,2/17/16 10:19,FALSE,NA,6.99901E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",VICTOR_BMPE,298,TRUE,FALSE,NA,NA
1074,RT @DepBolsonaro: OBRIGADO A TODOS OS ENVOLVIDOS: Bolsonaro fica Ã  frente de AÃ©cio e Dilma em engajamento nas redes sociais: https://t.co/Dâ€_,FALSE,0,NA,2/17/16 10:22,FALSE,NA,6.99902E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",EliabNascimento,298,TRUE,FALSE,NA,NA
995,RT @DepBolsonaro: OBRIGADO A TODOS OS ENVOLVIDOS: Bolsonaro fica Ã  frente de AÃ©cio e Dilma em engajamento nas redes sociais: https://t.co/Dâ€_,FALSE,0,NA,2/17/16 10:28,FALSE,NA,6.99903E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ronaldrootz,298,TRUE,FALSE,NA,NA
153,RT @DepBolsonaro: OBRIGADO A TODOS OS ENVOLVIDOS: Bolsonaro fica Ã  frente de AÃ©cio e Dilma em engajamento nas redes sociais: https://t.co/Dâ€_,FALSE,0,NA,2/17/16 11:16,FALSE,NA,6.99915E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",archangelis,298,TRUE,FALSE,NA,NA
53,RT @DepBolsonaro: OBRIGADO A TODOS OS ENVOLVIDOS: Bolsonaro fica Ã  frente de AÃ©cio e Dilma em engajamento nas redes sociais: https://t.co/Dâ€_,FALSE,0,NA,2/17/16 11:22,FALSE,NA,6.99917E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NonatoAnderson,298,TRUE,FALSE,NA,NA
3305,"RT @GeraldodeMorais: dilma a mÃ£e da INFLAÃ‡ÃƒO

e presidente da RECESSÃƒO: http://t.co/c4Eiz0pUkS",FALSE,0,NA,2/17/16 3:29,FALSE,NA,6.99798E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",thepatricao,294,TRUE,FALSE,NA,NA
3300,"RT @GeraldodeMorais: dilma a mÃ£e da INFLAÃ‡ÃƒO

e presidente da RECESSÃƒO: http://t.co/c4Eiz0pUkS",FALSE,0,NA,2/17/16 3:29,FALSE,NA,6.99798E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",lucasllduarte,294,TRUE,FALSE,NA,NA
3283,"RT @GeraldodeMorais: dilma a mÃ£e da INFLAÃ‡ÃƒO

e presidente da RECESSÃƒO: http://t.co/c4Eiz0pUkS",FALSE,0,NA,2/17/16 3:31,FALSE,NA,6.99798E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Assis09062014,294,TRUE,FALSE,NA,NA
3280,"RT @GeraldodeMorais: dilma a mÃ£e da INFLAÃ‡ÃƒO

e presidente da RECESSÃƒO: http://t.co/c4Eiz0pUkS",FALSE,0,NA,2/17/16 3:31,FALSE,NA,6.99798E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",crfeijao,294,TRUE,FALSE,NA,NA
3198,"RT @GeraldodeMorais: dilma a mÃ£e da INFLAÃ‡ÃƒO

e presidente da RECESSÃƒO: http://t.co/c4Eiz0pUkS",FALSE,0,NA,2/17/16 3:39,FALSE,NA,6.998E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",luamarali,294,TRUE,FALSE,NA,NA
3802,RT @brasil_fotos: A presidente Dilma custa aos brasileiros quase o dobro do que a rainha Elizabeth II custa aos britÃ¢nicos. https://t.co/VJâ€_,FALSE,0,NA,2/17/16 2:47,FALSE,NA,6.99787E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",cardosorafael,236,TRUE,FALSE,NA,NA
1222,RT @brasil_fotos: A presidente Dilma custa aos brasileiros quase o dobro do que a rainha Elizabeth II custa aos britÃ¢nicos. https://t.co/VJâ€_,FALSE,0,NA,2/17/16 10:10,FALSE,NA,6.99899E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lfbernardo,236,TRUE,FALSE,NA,NA
1190,RT @brasil_fotos: A presidente Dilma custa aos brasileiros quase o dobro do que a rainha Elizabeth II custa aos britÃ¢nicos. https://t.co/VJâ€_,FALSE,0,NA,2/17/16 10:13,FALSE,NA,6.99899E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",W_Gabriel_A_F,236,TRUE,FALSE,NA,NA
2269,"RT @zehdeabreu: Como pode esse Paulinho corrupto, pelego,sob investigaÃ§Ã£o do STF, vir Ã  TV, com dinheiro publico, acusar Dilma que nao tem â€_",FALSE,0,NA,2/17/16 6:51,FALSE,NA,6.99849E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",Trunfim,209,TRUE,FALSE,NA,NA
2199,"RT @zehdeabreu: Como pode esse Paulinho corrupto, pelego,sob investigaÃ§Ã£o do STF, vir Ã  TV, com dinheiro publico, acusar Dilma que nao tem â€_",FALSE,0,NA,2/17/16 7:13,FALSE,NA,6.99854E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Flunatica,209,TRUE,FALSE,NA,NA
1705,"RT @o_antagonista: Depois de enquadrar PT e PMDB, SÃ©rgio Moro estÃ¡ enquadrando Lula e Dilma Rousseff https://t.co/9u8cdcvDBH https://t.co/zâ€_",FALSE,0,NA,2/17/16 9:28,FALSE,NA,6.99888E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SoaresVanessaC,203,TRUE,FALSE,NA,NA
1293,RT @SLBenfica: SEMPRE #JUNTOS! https://t.co/I0T08qtYpx,FALSE,0,NA,2/17/16 10:03,FALSE,NA,6.99897E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",dilma_francisca,193,TRUE,FALSE,NA,NA
3245,RT @o_antagonista: O TSE tem as provas de que Dilma foi eleita com dinheiro roubado https://t.co/JtxBNWdhgc https://t.co/ZTRYIV2z63,FALSE,0,NA,2/17/16 3:35,FALSE,NA,6.99799E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",thepatricao,181,TRUE,FALSE,NA,NA
3237,RT @o_antagonista: O TSE tem as provas de que Dilma foi eleita com dinheiro roubado https://t.co/JtxBNWdhgc https://t.co/ZTRYIV2z63,FALSE,0,NA,2/17/16 3:35,FALSE,NA,6.99799E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",StalinBurrinho,181,TRUE,FALSE,NA,NA
